StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,Consent_Form_1,Consent_Form_2,Consent_Form_3,Consent_Form_4,Consent_Form_5,Consent_Form_6,Q54,Q7_First_Click,Q7_Last_Click,Q7_Page_Submit,Q7_Click_Count,Prolific_ID,Well_being_1,Well_being_2,Well_being_3,Well_being_4,Well_being_5,Productivity_1,Productivity_4,Productivity_1.0,Productivity_1.1,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_6,Q53_7,Q53_8,Q53_9,Q53_10,Q53_11,Q53_12,Q53_13,Q53_14,Q53_15,Q36_First_Click,Q36_Last_Click,Q36_Page_Submit,Q36_Click_Count,Boredom_1,Boredom_2,Boredom_3,Boredom_4,Boredom_5,Boredom_6,Boredom_7,Boredom_8,Compliance_1,Compliance_2,Compliance_3,Conspiracy_beliefs_1,Conspiracy_beliefs_2,Conspiracy_beliefs_3,Conspiracy_beliefs_4,Conspiracy_beliefs_5,Brief_COPE_1,Brief_COPE_2,Brief_COPE_3,Brief_COPE_4,Brief_COPE_5,Brief_COPE_6,Brief_COPE_7,Brief_COPE_8,Brief_COPE_9,Brief_COPE_10,Brief_COPE_11,Brief_COPE_12,Brief_COPE_13,Brief_COPE_14,Brief_COPE_15,Brief_COPE_16,Brief_COPE_17,Brief_COPE_18,Brief_COPE_19,Brief_COPE_20,Brief_COPE_21,Brief_COPE_22,Brief_COPE_23,Brief_COPE_24,Brief_COPE_25,Brief_COPE_26,Brief_COPE_27,Brief_COPE_28,Q37_First_Click,Q37_Last_Click,Q37_Page_Submit,Q37_Click_Count,psychological_needs_1,psychological_needs_2,psychological_needs_3,psychological_needs_4,psychological_needs_5,psychological_needs_6,psychological_needs_7,psychological_needs_8,psychological_needs_9,psychological_needs_10,psychological_needs_11,psychological_needs_12,psychological_needs_13,psychological_needs_14,psychological_needs_15,psychological_needs_16,psychological_needs_17,psychological_needs_18,Office_set_up_1,Office_set_up_2,Office_set_up_3,communication_1,communication_2,communication_3,Quality_of_Sleep_1,Stress_1,Stress_2,Stress_3,Stress_4,Daily_Routines_1,Daily_Routines_2,Daily_Routines_3,Self_Control_1,Self_Control_2,Self_Control_3,Technological_Skills_1,Volunteering_1,Volunteering_2,Volunteering_3,Extraversion_1,Extraversion_2,Extraversion_3,Extraversion_4,Q38_First_Click,Q38_Last_Click,Q38_Page_Submit,Q38_Click_Count,Diet_1,Diet_2,Distractions_at_home_1,Distractions_at_home_2,Exercising,Exercising.0,Exercising.1,Financial_Situation_1,Financial_Situation_2,Generalized_Anxiety_1,Generalized_Anxiety_2,Generalized_Anxiety_3,Generalized_Anxiety_4,Generalized_Anxiety_5,Generalized_Anxiety_6,Generalized_Anxiety_7,Anxiety_COVID_19_1,Anxiety_COVID_19_2,Loneliness_1,Loneliness_2,Loneliness_3,Loneliness_2_1,Loneliness_2_2,Loneliness_2_3,Mental_exercise_1,Mental_exercise_2,MWMS_1,MWMS_2,MWMS_3,MWMS_4,MWMS_5,MWMS_6,MWMS_7,MWMS_8,MWMS_9,social_contacts_1,social_contacts_2,social_contacts_3,Q41,Q41_6_TEXT,Q43,Q43_3_TEXT,Q45,Q52,Age,Q58,Q59_3,Q59_4,Q59_9,Q59_10,Q59_11,Babies,Toddlers,Children,Teenager,Adults,Q49_1,Q49_2,Q49_3,Q49_4,Income,Time_remote,Q54_1,Q54_2,Q54_3,Q54_1_TEXT,Q54_2_TEXT,Q54_3_TEXT,Q53,IMC1,IMC_FAIL,Test1,Test2,Test3,N1,N2,N3,N4,P1,P2,P3,P4,M1,M2,M3,M4,O1,C1,HE03,HE04,E1,H1,HE07,HE08,HE09,X2,HE11,HE12,O3,C3,A3,X3,HE17,HE18,O4,HE20,A4,HE22,E4,HE24,NCS01,NCS02,NCS03,NCS04,NCS05,NCS06,ProlificID,How_old_are_you,Gender,Country,Country_Other,Degree,Degree_Other,Q9,Q9_19_TEXT,Q17,Q17_23_TEXT,Q18,Q19,Q20,Q21,Q22,Q23,Q23_66_TEXT,Q24,Q24_81_TEXT,Q25,Q25_88_TEXT,Years_IT,Q55,Q56,Q57,A1,X1,O2,C2,A2,E2,H2,E3,H3,C4,X4,H4,NCS03R,NCS04R,M,P,N,H,E,Ext,A,C,O,Nn,OS,G,StartDate2,EndDate2,Status2,Progress2,Duration__in_seconds_2,Finished2,RecordedDate2,ResponseId2,Consent_Form_12,Consent_Form_22,Consent_Form_32,Consent_Form_42,Consent_Form_52,Consent_Form_62,Q542,Q7_First_Click2,Q7_Last_Click2,Q7_Page_Submit2,Q7_Click_Count2,Q622,Well_being_12,Well_being_22,Well_being_32,Well_being_42,Well_being_52,Productivity_12,Productivity_42,Productivity_1.02,Productivity_1.12,Q53_1_2,Q53_22,Q53_32,Q53_42,Q53_52,Q53_62,Q53_72,Q53_82,Q53_92,Q53_102,Q53_112,Q53_122,Q53_132,Q53_142,Q53_152,Q36_First_Click2,Q36_Last_Click2,Q36_Page_Submit2,Q36_Click_Count2,Boredom_12,Boredom_22,Boredom_32,Boredom_42,Boredom_52,Boredom_62,Boredom_72,Boredom_82,Brief_COPE_1.2,Brief_COPE_2.2,Brief_COPE_3.2,Brief_COPE_4.2,Q37_First_Click2,Q37_Last_Click2,Q37_Page_Submit2,Q37_Click_Count2,psychological_needs_1_2,psychological_needs_22,psychological_needs_32,psychological_needs_42,psychological_needs_52,psychological_needs_62,psychological_needs_72,psychological_needs_82,psychological_needs_92,psychological_needs_102,psychological_needs_112,psychological_needs_122,psychological_needs_132,psychological_needs_142,psychological_needs_152,psychological_needs_162,psychological_needs_172,psychological_needs_182,communication_12,communication_22,communication_32,Quality_of_Sleep_12,Stress_12,Stress_22,Stress_32,Stress_42,Daily_Routines_12,Daily_Routines_22,Daily_Routines_32,Extraversion_12,Extraversion_22,Extraversion_32,Extraversion_42,Q38_First_Click2,Q38_Last_Click2,Q38_Page_Submit2,Q38_Click_Count2,Distractions_at_home_12,Distractions_at_home_22,Generalized_Anxiety_12,Generalized_Anxiety_22,Generalized_Anxiety_32,Generalized_Anxiety_42,Generalized_Anxiety_52,Generalized_Anxiety_62,Generalized_Anxiety_72,Loneliness_12,Loneliness_22,Loneliness_32,Q672,Q682,Loneliness_2_12,Loneliness_2_22,Loneliness_2_32,social_contacts_12,social_contacts_22,social_contacts_32,Q64_12,Q64_22,Q522,Q612,Q63_12,Comments2
4/27/2020 7:04:51,4/27/2020 7:22:12,0,100,1041,1,4/27/2020 7:22:13, ,1,1,1,1,1,1,4,22.05,44.533,45.882,8, ,20,20,20,20,18,8,49,72,-20, , , , , , , , , , , , , , , ,10.128,209.415,216.444,31,14,11,14,11,11,12,11,11,8,2,8,15,14,14,12,14,7,7,4,4,7,4,8,4,7,6,4,8,4,8,7,4,8,7,7,8,6,8,7,8,8,4,8,4,3.95,200.406,201.752,55,4,1,5,2,4,1,4,1,4,3,3,2,4,2,4,3,4,1,17,17,17,5,5,5,5,4,4,4,2,6,6,4,3,3,1,27,6,6,6,1,5,5,1,7.195,198.783,199.648,48,13,13,20,24,7,7,4,8,8,4,1,4,4,4,4,1,4,3,37,39,37,39,39,40,16,13,6,6,6,6,6,4,5,5,5,5,5,5,1, ,2, ,10,1,63,4, , , , ,1, , , , ,1, ,1, , ,6,100,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,2,10, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,619.875,629.361,630.282,7,1,16,16,17,19,16,24,6,90,-40, , , , , , , , , , , , , , , ,3.896,129.57,133.013,41,11,11,11,11,14,11,13,12,6,5,6,4,2.995,70.395,71.49,15,1,4,1,5,1,4,4,3,3,1,3,3,1,5,2,1,3,5,1,1,1,4,3,3,2,4,5,6,4,1,4,4,1,4.824,117.82,118.761,36,20,21,9,9,9,9,1,5,1,37,37,38,3,For introverts it may it's too much aloneness and for extroverts the break was nice but they want more interaction,38,38,38,1,2,2,5,5,1,2,1,no
4/26/2020 8:03:00,4/26/2020 8:21:43,0,100,1123,1,4/26/2020 8:21:43, ,1,1,1,1,1,1,4,3.385,34.372,35.436,16, ,20,20,20,20,19,52,40,85,10, , , , , , , , , , , , , , , ,1.414,233.665,234.247,71,12,12,12,12,12,11,11,11,7,7,7,13,12,14,12,12,6,7,4,6,7,4,6,4,5,4,6,6,4,5,7,4,7,5,7,7,5,7,4,6,5,4,6,4,3.377,222.916,223.722,77,4,2,4,2,3,2,4,2,2,1,4,1,4,3,3,2,4,1,16,16,16,5,5,5,5,2,4,3,2,6,5,6,3,3,2,27,2,6,6,2,4,4,2,2.438,224.298,225.124,86,11,13,20,24,4,.5,0,7,7,1,1,4,4,1,4,4,3,3,38,37,37,39,38,39,12,15,2,5,3,3,4,4,6,7,6,5,5,4,2, ,2, ,48,1,51,4,1,1,1,1,1,0,0,0,0,1,1, , , ,9,20,1,1,1,2,8,2,"No, but thank you.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51,1,10, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,3.696,24.677,25.786,13,1,19,19,20,20,20,50,40,85,92, , , , , , , , , , , , , , , ,1.919,160.956,161.693,57,12,12,12,12,12,12,11,12,4,5,4,5,2.154,67.306,68.208,26,3,2,4,2,2,2,4,1,2,1,4,3,3,5,4,3,3,3,4,5,4,5,2,4,3,2,6,5,3,2,4,4,2,6.62,168.794,169.415,72,21,22,4,1,4,4,4,5,1,39,38,37,4,Introverts are happier by themselves,39,39,39,5,5,5,5,3,1,3,0,"Too much management by email - when you are working, email is checked periodically.  The assumption that email is an instant response is very flawed."
4/26/2020 8:17:23,4/26/2020 8:47:47,0,100,1824,1,4/26/2020 8:47:48, ,1,1,1,1,1,1,4,19.677,30.164,34.124,7, ,15,17,19,19,20,36,40,90,-20, , , , , , , , , , , , , , , ,8.798,460.692,471.201,45,12,13,15,12,12,12,11,11,7,8,7,12,13,11,12,11,8,6,4,4,7,4,5,4,5,6,4,6,4,5,7,4,6,5,8,8,5,4,6,6,5,4,4,6,10.104,259.939,266.117,49,4,3,3,1,3,4,4,4,3,2,3,3,3,4,4,3,4,2,16,17,15,5,5,5,2,3,4,3,1,5,7,7,4,4,1,28,1,3,5,2,1,4,3,3.367,503.259,515.153,54,11,12,21,23,6.5,1,2.5,9,7,4,4,5,5,1,4,5,4,2,38,40,37,40,41,39,16,13,5,4,3,4,4,3,5,4,6,6,6,2,2, ,2, ,20,1,43,4,1,1,1,1,1,0,0,0,0,3, ,1, , ,8,10,1,1,1,0,0,2,"I noticed on the section asking ""In the past week how often have you felt difficulties were piling up so high ...."" the middle option of ""sometimes"" has a typo of ""somethimes"". Good luck with the stud", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43,1,10, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,5.904,12.801,15.657,7,1,15,17,19,19,17,40,42,85,-10, , , , , , , , , , , , , , , ,1.459,214.278,215.034,39,12,12,15,13,11,12,11,11,5,6,4,4,2.705,66.821,67.969,15,4,3,3,1,3,1,4,3,3,1,4,1,3,3,3,4,4,3,5,6,5,4,3,4,3,1,6,7,5,2,1,4,4,3.996,186.7,189.017,41,21,23,4,1,4,4,1,1,4,37,39,37,4,I think extroverts rely more on being around other people to improve their mood so they may struggle more with many people isolating themselves from others.,40,40,39,6,6,2,7,8,1,3,20,"I'm doing pretty well myself. Work has been ok, with most of the kinks worked out. I had a friend of the family pass this week and it is frustrating for me and his family that we are unable to have a"
4/26/2020 13:14:02,4/26/2020 14:14:23,0,100,3621,1,4/26/2020 14:14:24, ,1,1,1,1,1,1,4,9.663,18.438,21.853,8, ,15,16,17,17,16,32,45,95,0, , , , , , , , , , , , , , , ,163.7,225.071,230.727,25,11,11,17,11,11,12,11,11,8,8,8,12,14,11,11,11,5,6,4,4,5,6,6,4,4,5,4,6,5,6,6,6,7,4,6,6,5,5,6,7,6,4,6,4,37.351,761.622,787.631,23,2,1,3,2,2,1,4,1,3,1,3,2,3,4,3,3,3,3,17,16,13,3,4,4,2,2,3,3,2,5,4,4,3,2,1,27,1,5,7,1,3,4,1,1352.143,1399.721,1400.315,8,3,12,21,23,3,2,2,6,8,4,1,4,4,1,4,1,3,2,37,37,37,39,39,40,16,11,3,1,1,7,6,6,3,3,3,4,6,4,2, ,2, ,29,1,33,4, , , , ,1, , , , ,2, ,1, , ,6,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,1,10, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,1164.387,1170.769,1172.247,2,1,16,15,16,17,15,33,45,95,65, , , , , , , , , , , , , , , ,1.839,521.168,522.151,31,11,11,16,11,11,11,11,11,4,5,4,4,16.767,16.767,17.264,1,3,2,3,3,2,4,4,3,4,1,4,2,2,4,2,3,3,3,3,4,3,1,3,3,3,3,2,1,2,1,4,4,1,254.838,322.207,322.615,14,21,21,4,1,1,4,1,4,1,37,38,37,3,Different struggles for each type of person.,39,38,38,3,4,4,5,5,1,1,14, 
4/26/2020 7:58:27,4/26/2020 8:23:13,0,100,1485,1,4/26/2020 8:23:13, ,1,1,1,1,1,1,4,.727,98.311,99.138,13, ,16,16,16,15,15,60,38,80,20, , , , , , , , , , , , , , , ,25.557,205.672,206.319,82,13,17,17,15,15,15,13,13,8,8,8,13,15,11,11,11,5,7,4,4,7,5,8,4,7,6,4,6,7,7,7,5,7,5,7,7,8,4,6,6,4,6,4,5,1.471,372.795,373.981,100,2,4,3,3,3,2,2,3,2,1,2,3,1,4,3,4,2,2,17,17,16,3,4,3,1,4,3,3,3,7,2,5,5,2,1,28,1,6,6,1,2,4,4,2.564,261.696,262.751,94,12,11,21,23,2,0,0,9,8,10,9,9,10,5,1,5,5,5,39,38,38,38,39,39,16,11,5,5,3,7,4,3,1,3,3,3,3,2,2, ,3,Spain, ,1,31,4, , , , ,1, , , , ,1,1, , , ,8,20,1,1,1,2,0,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,1,8, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/26/2020 9:13:24,4/26/2020 9:29:08,0,100,944,1,4/26/2020 9:29:09, ,1,1,1,1,1,1,4,19.384,27.255,32.5,7, ,18,18,18,18,18,35,35,75,-20, , , , , , , , , , , , , , , ,11.165,181.918,188.501,28,12,12,15,12,13,12,13,13,8,8,8,15,14,14,13,12,7,7,6,4,5,6,7,7,4,5,4,7,7,7,5,6,7,6,7,7,6,5,5,6,7,7,6,5,5.36,171.896,172.9,45,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,13,16,13,3,3,3,3,3,2,3,3,4,3,5,3,4,4,26,3,3,3,4,1,2,3,3.188,194.332,195.3,46,2,12,21,21,14,0,0,3,2,5,5,5,5,1,4,5,4,4,38,38,38,38,38,39,13,11,4,4,4,4,4,3,4,4,4,2,2,3,2, ,1, , ,1,54,4,1, ,1,1,1,0, ,0,0,1, ,1, , ,8,10,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,53,1,9, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,5.8,12.192,16.258,7,1,17,17,17,17,17,35,35,40,20, , , , , , , , , , , , , , , ,2.428,125.852,127.001,20,13,12,15,14,13,12,14,13,6,7,6,7,8.833,66.2,67.003,12,2,2,2,4,2,4,3,4,4,4,4,3,3,4,2,3,3,3,4,4,4,3,3,3,3,4,3,4,4,3,2,3,2,4.286,123.6,124.612,35,22,21,9,9,9,1,1,5,5,37,38,39,4,Extroverts need a lot of social contact to feel energized. Introverts feel worn out if they have too much social contact.,38,38,38,3,3,5,5,5,1,3,10,"Spending so much time with my partner is creating tension and conflict. Some of our shared projects are at a standstill due to the lockdown. This has created disagreements, frustration and irritabilit"
4/26/2020 15:43:05,4/26/2020 16:22:48,0,100,2382,1,4/26/2020 16:22:49, ,1,1,1,1,1,1,4,54.418,130.364,132.774,7, ,19,19,20,20,20,45,40,95,-25, , , , , , , , , , , , , , , ,29.637,353.618,371.96,32,13,12,15,12,13,12,12,11,6,8,7,11,13,11,12,11,7,6,4,4,5,4,7,4,6,5,4,7,4,7,5,4,7,5,4,7,5,5,5,7,5,4,5,5,23.448,514.919,516.64,45,3,3,4,1,2,2,4,3,3,1,4,2,4,2,3,2,4,2,16,16,12,5,5,4,6,1,4,4,2,6,4,5,2,4,3,27,2,4,5,2,1,4,2,48.314,660.377,661.983,45,12,11,21,22,1,1,0,8,9,4,1,4,1,1,1,1,3,2,38,39,37,38,38,40,16,16,4,4,2,3,4,1,6,6,5,4,4,5,2, ,3,Portugal, ,1,33,4, , , , ,1, , , , ,1, ,1, , ,5,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,1,3,Portugal,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,37.977,62.015,64.535,7,1,19,18,19,19,19,43,40,75,-10, , , , , , , , , , , , , , , ,3.575,209.897,215.194,24,15,12,12,12,12,13,13,14,4,5,4,5,22.455,123.756,125.523,13,4,3,3,1,4,1,3,2,4,2,3,2,4,1,4,3,4,1,6,5,5,5,2,3,3,2,6,5,5,2,3,4,2,9.077,195.173,310.416,36,21,22,4,4,5,4,1,1,4,38,39,37,1,"While the extroverts are having problems because they are not fiscally with other people, they tend to interact more, even online, while the introverts tend to wait for others to approach them, in whi",40,39,39,5,5,3,3,3,1,3,0,"My main feelings are of restraint. While working from home is something that I like, I also miss the pleasure of getting out of the house and being in my workspace whenever I want."
4/26/2020 8:34:27,4/26/2020 8:53:32,0,100,1144,1,4/26/2020 8:53:32, ,1,1,1,1,1,1,4,3.812,15.557,15.929,9, ,18,19,19,18,19,45,45,100,77, , , , , , , , , , , , , , , ,10.291,252.238,253.05,32,11,15,13,14,14,12,13,11,8,8,8,11,11,11,12,11,8,7,4,4,6,4,6,4,6,7,4,6,6,7,8,4,7,7,7,7,7,4,6,7,6,4,4,4,6.768,280.813,282.138,57,4,1,4,1,4,2,4,1,3,1,5,4,5,4,5,1,4,2,17,17,17,6,6,6,6,2,4,4,3,6,1,5,3,4,1,28,1,5,5,1,3,4,1,3.293,287.914,288.269,51,2,12,20,24,2,0,0,10,7,9,4,4,4,4,9,1,3,3,37,41,37,39,39,40,15,15,4,4,3,5,6,5,7,6,6,5,6,2,1, ,3,greece, ,1,30,4,1,1,1,1,1,0,0,0,0,1, ,1, , ,5,100,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29,2,3,Greece,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,28.188,31.666,33.237,7,1,19,18,19,18,17,45,45,100,25, , , , , , , , , , , , , , , ,3.967,186.358,186.755,39,11,11,14,11,12,12,12,11,4,5,4,4,6.764,98.679,100.231,15,4,3,4,1,4,1,4,2,4,1,4,3,4,2,3,4,3,2,5,5,4,5,2,5,3,3,7,2,5,1,3,5,1,3.23,196.674,197.585,39,20,23,5,1,4,4,5,9,1,37,38,37,3,Socializing is a human need that doesn't fall into a category of human behavior.,41,40,40,6,6,4,5,4,1,1,70,"Quarantine did not change much for my routine but total isolation from friends and family was something new and communicating online was alleviating the ""trapped"" filling you get."
4/26/2020 9:36:51,4/26/2020 9:44:48,0,100,476,1,4/26/2020 9:44:48, ,1,1,1,1,1,1,4,2.689,5.254,6.098,7, ,17,19,19,19,19,35,35,70,-6, , , , , , , , , , , , , , , ,5.573,99.288,100.669,44,12,12,12,12,12,13,11,11,7,7,8,11,11,11,11,11,7,5,4,7,7,4,7,4,5,5,7,8,4,5,7,4,5,7,7,8,5,4,5,7,6,4,5,7,6.638,103.468,104.001,54,3,2,4,2,4,2,4,2,4,1,4,2,4,2,3,2,3,2,15,16,16,3,4,4,5,3,4,3,2,6,5,6,4,3,2,28,1,3,5,2,1,3,2,3.538,95.125,95.652,51,11,13,21,23,5,0,1,8,8,5,4,4,5,4,4,4,4,4,38,39,38,41,40,41,15,14,3,3,3,4,5,2,4,4,4,4,4,5,1, ,1, , ,1,26,4,1,1,1,1,1,0,0,0,0,1,1, , , ,6,80,1,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,2,9, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,3.441,6.287,7.018,7,1,16,19,18,20,19,32,32,90,21, , , , , , , , , , , , , , , ,1.291,50.285,54.186,20,15,13,13,13,12,12,12,11,5,4,5,4,3.141,32.223,33.098,17,3,3,3,1,3,1,4,3,4,2,4,2,5,2,3,1,3,2,6,6,6,5,2,4,3,2,6,6,6,2,2,4,1,3.473,60.535,61.243,39,21,22,4,4,4,4,4,5,4,38,40,37,3,"I don't really believe in a hard line between introverts and extroverts, I think most people are a mix of both and are probably all struggling just as much.",40,40,39,5,5,4,5,4,1,2,1,Nah I'm good
4/26/2020 8:10:03,4/26/2020 8:30:25,0,100,1221,1,4/26/2020 8:30:25, ,1,1,1,1,1,1,4,4.861,15.561,17.174,7, ,17,19,20,19,19,40,40,85,20, , , , , , , , , , , , , , , ,19.985,223.642,224.513,31,11,11,13,12,12,11,12,11,6,3,7,11,11,11,13,11,7,7,4,4,5,4,4,4,4,4,4,5,4,5,5,4,6,8,7,8,5,4,4,7,6,5,4,7,2.046,378.952,379.516,69,4,1,3,1,2,1,4,2,1,2,4,1,5,2,3,3,4,1,17,17,15,3,6,5,6,1,4,4,1,6,5,5,4,3,2,28,1,2,3,1,2,4,2,10.245,274.542,275.325,61,2,3,21,24,1,7,0,7,8,4,1,5,4,5,1,1,1,1,37,37,37,39,39,41,16,14,3,3,1,5,5,4,7,6,6,5,5,6,2, ,3,Hungary, ,1,25,4, , , , ,1, , , , ,1, ,1, , ,7,30,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,2,3,Hungary,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,4.15,9.459,12.479,7,1,21,20,21,20,20,40,40,90,50, , , , , , , , , , , , , , , ,2.56,155.096,156.619,23,12,12,15,13,11,12,12,11,4,4,4,4,36.65,80.842,81.806,21,3,1,3,1,2,1,2,1,2,1,4,1,5,1,3,3,2,1,2,5,4,5,1,4,4,1,5,5,5,1,4,4,1,9.192,387.933,388.685,51,20,24,1,1,1,4,4,1,1,37,38,37,4,"I feel like extroverts don't get that much out of online interaction as introverts, which is the main form of human interaction between friends during the quarantine.",40,41,40,5,5,6,3,2,1,3,5, 
4/26/2020 8:15:42,4/26/2020 8:46:50,0,100,1868,1,4/26/2020 8:46:51, ,1,1,1,1,1,1,4,16.177,58.85,64.427,7, ,20,19,18,19,20,38,36,81,13, , , , , , , , , , , , , , , ,10.236,185.255,186.201,31,12,14,12,14,12,12,13,12,7,8,7,15,13,11,12,11,7,7,4,4,5,6,7,4,4,6,4,6,4,7,6,5,6,7,5,7,5,4,7,7,7,4,4,7,24.177,406.065,408.025,44,3,2,4,4,3,2,5,2,4,2,4,3,3,3,4,4,5,2,16,15,15,5,5,5,5,2,3,4,1,6,2,7,4,2,2,28,2,3,1,2,4,4,2,9.133,819.454,823.555,48,3,12,21,23,1,0,1,8,8,1,1,4,4,1,5,1,4,5,37,38,38,39,39,40,15,12,4,3,4,4,5,5,6,4,6,4,4,3,2, ,1, , ,1,45,4,1,1,1,1,1,0,0,1,1,1, ,1, , ,8,5,1,1,1,2,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44,1,9, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,18.908,83.915,85.819,8,1,18,19,19,20,20,32,30,92,9, , , , , , , , , , , , , , , ,3.385,183.3,209.561,35,15,12,15,14,12,12,12,11,5,4,4,4,27.128,84.688,86.471,12,4,2,4,4,3,1,3,3,3,2,3,4,4,1,3,3,4,1,5,6,6,5,3,3,4,1,6,2,6,2,4,4,1,9.752,195.224,196.45,37,22,23,4,1,1,5,1,4,1,37,38,37,4,Extroverts want to see people but can't introverts are more happy to be alone.,39,39,38,3,4,2,7,8,1,3,1, 
4/26/2020 8:25:31,4/26/2020 8:35:17,0,100,585,1,4/26/2020 8:35:17, ,1,1,1,1,1,1,4,1.353,15.71,17.001,11, ,16,19,20,20,16,48,40,81,-8, , , , , , , , , , , , , , , ,4.127,115.319,115.344,52,12,12,12,12,12,12,12,12,6,8,8,11,11,11,12,11,6,6,5,5,5,5,7,5,5,6,5,7,5,6,6,5,7,7,7,7,6,4,6,7,7,5,4,7,6.777,119.028,120.1,78,4,2,4,2,2,2,4,3,4,1,5,2,3,3,3,3,4,2,17,17,16,5,5,5,6,3,4,4,3,6,6,6,3,3,3,28,1,3,2,2,2,3,2,7.559,141.232,142.588,67,12,12,22,22,4,6,6,11,11,4,4,4,4,4,4,4,4,4,37,37,37,39,39,39,16,16,5,5,3,4,4,2,6,5,6,5,5,5,2, ,1, , ,1,42,4,1,1,1,1,1,0,0,0,0,3,1, , , ,7,32,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43,1,9, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,4,3.76,27.894,29.027,11,2,19,20,20,20,19,32,31,70,18, , , , , , , , , , , , , , , ,4.507,104.801,106.716,38,13,13,13,13,13,12,13,13,5,6,5,5,4.934,45.157,46.522,17,3,2,3,1,3,2,5,3,4,1,5,2,4,2,4,2,5,2,6,6,6,4,2,4,4,2,6,6,6,3,1,1,3,35.581,143.652,145.827,52,21,21,4,4,4,4,4,4,4,38,38,38,3,"Neither affects your need for,social contact and,professional fulfilment, they are just different ways of expressing your innate requirements",40,40,40,5,5,5,5,5,1,3,0, 
